,price_eur,time,customer,vendor_id,price_btc_review
0,12.03,2019-07-23 19:30:31,G***2,1e5f1efa34afe2206b99afaa903f8ee8,0.0013592145254047701
1,12.19,2019-07-23 07:47:21,n***1 ,1e5f1efa34afe2206b99afaa903f8ee8,0.001377292191578067
2,12.22,2019-07-21 19:14:31,n***o ,1e5f1efa34afe2206b99afaa903f8ee8,0.001293272232746669
3,7.33,2019-07-21 19:13:00,n***o ,1e5f1efa34afe2206b99afaa903f8ee8,0.0007757516747981247
4,13.29,2019-07-19 07:07:59,b***o,1e5f1efa34afe2206b99afaa903f8ee8,0.001414552111716621
5,37.56,2019-07-12 13:43:55,s***r ,1e5f1efa34afe2206b99afaa903f8ee8,0.0035823287044101943
6,63.03,2019-07-10 22:35:49,v***e ,1e5f1efa34afe2206b99afaa903f8ee8,0.005857752251373129
7,45.84,2019-07-10 22:35:33,v***e ,1e5f1efa34afe2206b99afaa903f8ee8,0.004260183455544094
8,8.52,2019-07-10 22:35:23,v***e ,1e5f1efa34afe2206b99afaa903f8ee8,0.0007918142024702373
9,9.65,2019-07-10 22:35:12,v***e ,1e5f1efa34afe2206b99afaa903f8ee8,0.0008968318138307265
10,38.52,2019-07-07 17:15:47,j***e,1e5f1efa34afe2206b99afaa903f8ee8,0.003768195335733292
11,7.51,2019-07-07 17:15:22,j***e,1e5f1efa34afe2206b99afaa903f8ee8,0.0007346611363280639
12,46.54,2019-07-01 18:33:44,L***8,1e5f1efa34afe2206b99afaa903f8ee8,0.004964637359589516
13,18.72,2019-06-29 12:12:44,x***5 ,1e5f1efa34afe2206b99afaa903f8ee8,0.0017921764604514907
14,50.76,2019-06-27 13:43:07,p***g ,1e5f1efa34afe2206b99afaa903f8ee8,0.005178852000734589
15,52.3,2019-06-25 21:19:07,H***n ,1e5f1efa34afe2206b99afaa903f8ee8,0.005057635772860901
16,9.08,2019-06-25 17:00:00,s***r ,1e5f1efa34afe2206b99afaa903f8ee8,0.0008780751972768065
17,12.28,2019-06-25 16:57:51,s***r ,1e5f1efa34afe2206b99afaa903f8ee8,0.0011875290112950642
18,19.62,2019-06-24 19:23:52,B***i ,1e5f1efa34afe2206b99afaa903f8ee8,0.002029564191950016
19,19.85,2019-06-04 18:35:58,s***l,1e5f1efa34afe2206b99afaa903f8ee8,0.002908041430434082
20,54.86,2019-05-19 12:52:58,c***d ,1e5f1efa34afe2206b99afaa903f8ee8,0.007470043572984749
21,10.57,2019-05-19 08:54:44,c***d ,1e5f1efa34afe2206b99afaa903f8ee8,0.0014392701525054467
22,67.02,2019-05-14 16:46:14,n***6 ,1e5f1efa34afe2206b99afaa903f8ee8,0.009405919750747336
23,16.58,2019-05-13 14:39:48,c***d ,1e5f1efa34afe2206b99afaa903f8ee8,0.002391461127938843
24,4.15,2019-03-19 07:29:13,g***z,602e56e3aa19889384b88dded12d4913,0.0011773717657739447
25,4.62,2019-03-07 18:26:28,J***4 ,602e56e3aa19889384b88dded12d4913,0.0013415023665030925
26,6.02,2019-07-27 17:06:13,s***a,e48f3a6a41ff934e620940037d7c572e,0.0007075693464974141
27,122.55,2019-07-25 11:53:41,C***8,e48f3a6a41ff934e620940037d7c572e,0.013816078736429127
28,42.54,2019-07-25 01:06:54,a***x,e48f3a6a41ff934e620940037d7c572e,0.004795887306794737
29,22.66,2019-07-25 01:05:47,a***x,e48f3a6a41ff934e620940037d7c572e,0.00255464989120754
30,159.53,2019-07-24 20:34:14,P***9,e48f3a6a41ff934e620940037d7c572e,0.018169703872437357
31,54.86,2019-07-24 19:53:30,b***l ,e48f3a6a41ff934e620940037d7c572e,0.006248291571753987
32,28.98,2019-07-23 14:32:46,s***d,e48f3a6a41ff934e620940037d7c572e,0.003274317285638424
33,86.75,2019-07-22 09:53:08,f***y,e48f3a6a41ff934e620940037d7c572e,0.009399820130243042
34,34.02,2019-07-21 15:33:09,r***7,e48f3a6a41ff934e620940037d7c572e,0.0036004190964027565
35,44.99,2019-07-20 20:08:34,H***a,e48f3a6a41ff934e620940037d7c572e,0.00468279989591465
36,9.96,2019-07-19 14:24:16,e***r ,e48f3a6a41ff934e620940037d7c572e,0.001060115803814714
37,59.46,2019-07-19 13:03:06,b***g,e48f3a6a41ff934e620940037d7c572e,0.006328763623978201
38,15.87,2019-07-19 10:02:47,l***d ,e48f3a6a41ff934e620940037d7c572e,0.001689160422343324
39,37.53,2019-07-17 19:46:42,d***h ,e48f3a6a41ff934e620940037d7c572e,0.004339430659297459
40,39.19,2019-07-12 11:33:01,a***e,e48f3a6a41ff934e620940037d7c572e,0.003737791851060583
41,39.28,2019-07-12 10:18:41,s***t,e48f3a6a41ff934e620940037d7c572e,0.003746375705783611
42,30.57,2019-07-12 05:41:07,t***7,e48f3a6a41ff934e620940037d7c572e,0.0029156493209217156
43,405.48,2019-07-11 19:47:22,H***n,e48f3a6a41ff934e620940037d7c572e,0.04018074796361258
44,14.18,2019-07-11 11:59:48,G***r,e48f3a6a41ff934e620940037d7c572e,0.0014051568662425433
45,62.94,2019-07-11 11:34:50,C***8,e48f3a6a41ff934e620940037d7c572e,0.0062369938759736015
46,202.26,2019-07-11 01:03:05,M***e,e48f3a6a41ff934e620940037d7c572e,0.020042808728224032
47,69.1,2019-07-10 20:39:55,h***E,e48f3a6a41ff934e620940037d7c572e,0.006421873402663543
48,95.62,2019-07-10 16:31:31,e***t,e48f3a6a41ff934e620940037d7c572e,0.008886534511761043
49,28.72,2019-07-10 15:52:29,a***1,e48f3a6a41ff934e620940037d7c572e,0.002669120175463053
50,74.7,2019-07-09 18:24:22,s***y,e48f3a6a41ff934e620940037d7c572e,0.0066569827025389225
51,27.81,2019-07-09 17:28:36,0***e,e48f3a6a41ff934e620940037d7c572e,0.002478322476005454
52,19.49,2019-07-09 00:00:24,a***l,e48f3a6a41ff934e620940037d7c572e,0.001736875406592819
53,78.11,2019-07-08 23:02:33,b***g,e48f3a6a41ff934e620940037d7c572e,0.007117084282460137
54,73.45,2019-07-05 16:49:42,z***k ,e48f3a6a41ff934e620940037d7c572e,0.007495815814181329
55,15.41,2019-07-05 00:32:38,s***t,e48f3a6a41ff934e620940037d7c572e,0.0015726415479446463
56,73.94,2019-07-04 16:00:42,K***r,e48f3a6a41ff934e620940037d7c572e,0.0074686868686868685
57,66.74,2019-07-04 15:29:39,r***y,e48f3a6a41ff934e620940037d7c572e,0.006741414141414141
58,41.1,2019-07-03 19:40:28,l***4,e48f3a6a41ff934e620940037d7c572e,0.003873777074025901
59,65.69,2019-07-03 15:58:46,4***v ,e48f3a6a41ff934e620940037d7c572e,0.006191445644592735
60,28.89,2019-07-03 15:58:07,4***v ,e48f3a6a41ff934e620940037d7c572e,0.0027229542498444837
61,999.99,2019-07-03 11:26:36,U***r,e48f3a6a41ff934e620940037d7c572e,0.0942515410281061
62,48.47,2019-07-02 20:21:07,h***n,e48f3a6a41ff934e620940037d7c572e,0.0050557520000834456
63,38.6,2019-07-02 14:14:40,S***o,e48f3a6a41ff934e620940037d7c572e,0.004026243598168372
64,29.51,2019-07-02 14:14:21,S***o,e48f3a6a41ff934e620940037d7c572e,0.003078094522848411
65,227.35,2019-07-01 19:35:17,B***9,e48f3a6a41ff934e620940037d7c572e,0.02425247751832137
66,22.27,2019-07-01 11:15:23,r***n,e48f3a6a41ff934e620940037d7c572e,0.002375644048088924
67,52.48,2019-06-29 18:34:29,m***5 ,e48f3a6a41ff934e620940037d7c572e,0.005024221188274264
68,40.22,2019-06-29 14:53:40,d***h ,e48f3a6a41ff934e620940037d7c572e,0.00385049878415379
69,78.64,2019-06-29 11:25:24,b***l ,e48f3a6a41ff934e620940037d7c572e,0.007528672908648783
70,35.35,2019-06-29 10:29:27,b***g,e48f3a6a41ff934e620940037d7c572e,0.0033842648438547115
71,39.0,2019-06-28 14:56:04,D***B ,e48f3a6a41ff934e620940037d7c572e,0.0035855804503121297
72,128.61,2019-06-27 19:38:39,i***e,e48f3a6a41ff934e620940037d7c572e,0.013121594874201647
73,239.93,2019-06-27 19:38:07,i***e,e48f3a6a41ff934e620940037d7c572e,0.024479156038933216
74,24.9,2019-06-27 16:23:59,i***e,e48f3a6a41ff934e620940037d7c572e,0.002540453404615667
75,43.26,2019-06-27 15:46:44,d***s,e48f3a6a41ff934e620940037d7c572e,0.004413655192115412
76,23.62,2019-06-26 15:58:14,E***s ,e48f3a6a41ff934e620940037d7c572e,0.002122726292328708
77,24.65,2019-06-26 13:15:22,s***8 ,e48f3a6a41ff934e620940037d7c572e,0.0022152922568121356
78,20.48,2019-06-26 13:15:20,s***8 ,e48f3a6a41ff934e620940037d7c572e,0.0018405349054568983
79,27.95,2019-06-25 19:18:00,h***g,e48f3a6a41ff934e620940037d7c572e,0.0027028856568157202
80,78.85,2019-06-25 17:46:27,m***o,e48f3a6a41ff934e620940037d7c572e,0.007625135386043633
81,112.06,2019-06-24 17:20:11,m***t,e48f3a6a41ff934e620940037d7c572e,0.011591894156468848
82,28.7,2019-06-22 15:49:13,a***1,e48f3a6a41ff934e620940037d7c572e,0.003064962248635718
83,780.08,2019-06-22 15:37:28,L***r,e48f3a6a41ff934e620940037d7c572e,0.08330716902145474
84,31.6,2019-06-21 23:13:02,0***e,e48f3a6a41ff934e620940037d7c572e,0.0035203422307383807
85,999.99,2019-06-21 15:14:28,U***r,e48f3a6a41ff934e620940037d7c572e,0.11140212111759726
86,82.19,2019-06-20 13:55:55,h***p,e48f3a6a41ff934e620940037d7c572e,0.009731118504398478
87,64.68,2019-06-20 09:05:15,x***u,e48f3a6a41ff934e620940037d7c572e,0.007657972318584909
88,38.48,2019-06-20 04:05:47,w***t ,e48f3a6a41ff934e620940037d7c572e,0.004555948899492073
89,19.39,2019-06-20 00:48:56,0***e,e48f3a6a41ff934e620940037d7c572e,0.0022957341258095453
90,47.65,2019-06-19 17:33:27,E***e,e48f3a6a41ff934e620940037d7c572e,0.0057699526536938595
91,193.93,2019-06-19 16:03:49,R***k ,e48f3a6a41ff934e620940037d7c572e,0.02348304130390032
92,77.39,2019-06-19 15:46:24,m***1,e48f3a6a41ff934e620940037d7c572e,0.00937117808749985
93,999.99,2019-06-19 14:20:33,U***r,e48f3a6a41ff934e620940037d7c572e,0.12108908613152829
94,76.1,2019-06-19 11:11:30,z***k ,e48f3a6a41ff934e620940037d7c572e,0.009214971604325346
